Provincia,Partido,Localidad,bw_hasta_10M,bw_10_a_100M,bw_desde_100M,GrandTotal
ENTRE RIOS,Concordia,Estación Yuquerí,5.0,0.0,0.0,5.0
ENTRE RIOS,Concordia,Estancia Grande,5.0,0.0,0.0,5.0
ENTRE RIOS,Concordia,La Criolla,27.0,0.0,1.0,28.0
ENTRE RIOS,Concordia,Los Charrúas,71.0,0.0,0.0,71.0
ENTRE RIOS,Concordia,Nueva Escocia,7.0,0.0,0.0,7.0
ENTRE RIOS,Concordia,Osvaldo Magnasco,13.0,0.0,0.0,13.0
ENTRE RIOS,Concordia,Puerto Yeruá,11.0,0.0,0.0,11.0
ENTRE RIOS,Diamante,Aldea Brasilera,46.0,0.0,0.0,46.0
ENTRE RIOS,Diamante,Aldea Protestante,213.0,0.0,0.0,213.0
ENTRE RIOS,Diamante,Aldea Spatzenkutter,45.0,0.0,0.0,45.0
ENTRE RIOS,Diamante,Aldea Valle María,335.0,0.0,0.0,335.0
ENTRE RIOS,Diamante,Colonia Ensayo,10.0,0.0,0.0,10.0
ENTRE RIOS,Diamante,Diamante,2403.0,1409.0,0.0,3812.0
ENTRE RIOS,Diamante,Estación Camps,31.0,0.0,0.0,31.0
ENTRE RIOS,Diamante,General Alvear,17.0,0.0,0.0,17.0
ENTRE RIOS,Diamante,General Racedo,15.0,0.0,0.0,15.0
ENTRE RIOS,Diamante,General Ramírez,620.0,2136.0,1.0,2757.0
ENTRE RIOS,Diamante,Otros,124.0,0.0,0.0,124.0
ENTRE RIOS,Diamante,Strobel,0.0,100.0,0.0,100.0
ENTRE RIOS,Diamante,Villa Libertador San Martín,1192.0,143.0,0.0,1335.0
ENTRE RIOS,Federación,Chajarí,3008.0,8853.0,1.0,11862.0
ENTRE RIOS,Federación,Colonia Alemana,63.0,0.0,0.0,63.0
ENTRE RIOS,Federación,Colonia Ensanche Sauce,35.0,0.0,0.0,35.0
ENTRE RIOS,Federación,Colonia La Argentina,15.0,0.0,0.0,15.0
ENTRE RIOS,Federación,Colonia Peña,28.0,0.0,6.0,34.0
ENTRE RIOS,Federación,Colonia Santa María,19.0,0.0,0.0,19.0
ENTRE RIOS,Federación,Federación,909.0,156.0,35.0,1100.0
ENTRE RIOS,Federación,Los Conquistadores,374.0,130.0,0.0,504.0
ENTRE RIOS,Federación,San Jaime de la Frontera,11.0,0.0,0.0,11.0
ENTRE RIOS,Federación,San Pedro,94.0,0.0,5.0,99.0
ENTRE RIOS,Federación,San Ramón,42.0,0.0,3.0,45.0
ENTRE RIOS,Federación,Santa Ana,226.0,7.0,1.0,234.0
ENTRE RIOS,Federación,Villa del Rosario,348.0,106.0,1.0,455.0
ENTRE RIOS,Federal,Conscripto Bernardi,228.0,0.0,0.0,228.0
ENTRE RIOS,Federal,El Cimarrón,22.0,0.0,0.0,22.0
ENTRE RIOS,Federal,Federal,574.0,371.0,1100.0,2045.0
ENTRE RIOS,Federal,Nueva Vizcaya,39.0,0.0,0.0,39.0
ENTRE RIOS,Federal,Sauce de Luna,564.0,0.0,0.0,564.0
ENTRE RIOS,Feliciano,San José de Feliciano,704.0,1.0,0.0,705.0
ENTRE RIOS,Feliciano,San Víctor,30.0,1.0,0.0,31.0
ENTRE RIOS,Gualeguay,General Galarza,606.0,0.0,2.0,608.0
ENTRE RIOS,Gualeguay,Gualeguay,6229.0,2243.0,838.0,9310.0
ENTRE RIOS,Gualeguaychú,Aldea San Antonio,189.0,0.0,0.0,189.0
ENTRE RIOS,Gualeguaychú,Aldea San Juan,19.0,0.0,0.0,19.0
ENTRE RIOS,Gualeguaychú,Enrique Carbó,26.0,0.0,0.0,26.0
ENTRE RIOS,Gualeguaychú,Faustino M. Parera,3.0,1.0,0.0,4.0
ENTRE RIOS,Gualeguaychú,Gilbert,63.0,0.0,0.0,63.0
ENTRE RIOS,Gualeguaychú,Gualeguaychú,8913.0,14390.0,449.0,23752.0
ENTRE RIOS,Gualeguaychú,Larroque,1041.0,28.0,0.0,1069.0
ENTRE RIOS,Gualeguaychú,Pueblo General Belgrano,2.0,1047.0,29.0,1078.0
ENTRE RIOS,Gualeguaychú,Urdinarrain,1942.0,89.0,0.0,2031.0
ENTRE RIOS,Islas del Ibicuy,Ceibas,48.0,0.0,0.0,48.0
ENTRE RIOS,Islas del Ibicuy,Ibicuy,579.0,0.0,0.0,579.0
ENTRE RIOS,Islas del Ibicuy,Médanos,42.0,0.0,0.0,42.0
ENTRE RIOS,Islas del Ibicuy,Otros,35.0,0.0,0.0,35.0
ENTRE RIOS,Islas del Ibicuy,Villa Paranacito,39.0,0.0,0.0,39.0
ENTRE RIOS,La Paz,Bovril,1111.0,5.0,0.0,1116.0
ENTRE RIOS,La Paz,Colonia Avigdor,68.0,0.0,0.0,68.0
ENTRE RIOS,La Paz,El Solar,22.0,0.0,0.0,22.0
ENTRE RIOS,La Paz,La Paz,5542.0,457.0,1.0,6000.0
ENTRE RIOS,La Paz,Piedras Blancas,70.0,0.0,0.0,70.0
ENTRE RIOS,La Paz,Pueblo Arrúa (Est. Alcaraz),177.0,0.0,0.0,177.0
ENTRE RIOS,La Paz,San Gustavo,299.0,0.0,0.0,299.0
ENTRE RIOS,La Paz,Santa Elena,1905.0,149.0,0.0,2054.0
ENTRE RIOS,Nogoyá,Aranguren,94.0,275.0,0.0,369.0
ENTRE RIOS,Nogoyá,Betbeder,20.0,0.0,0.0,20.0
ENTRE RIOS,Nogoyá,Don Cristóbal,71.0,0.0,0.0,71.0
ENTRE RIOS,Nogoyá,Febré,4.0,0.0,0.0,4.0
ENTRE RIOS,Nogoyá,Hernández,253.0,16.0,0.0,269.0
ENTRE RIOS,Nogoyá,Lucas González,672.0,43.0,0.0,715.0
ENTRE RIOS,Nogoyá,Nogoyá,3456.0,230.0,0.0,3686.0
ENTRE RIOS,Nogoyá,Otros,13.0,0.0,0.0,13.0
ENTRE RIOS,Nogoyá,XX de Setiembre,41.0,0.0,0.0,41.0
ENTRE RIOS,OTROS,Otros,0.0,0.0,6982.0,6982.0
ENTRE RIOS,Paraná,Aldea María Luisa,8.0,0.0,0.0,8.0
ENTRE RIOS,Paraná,Aldea San Rafael,9.0,0.0,0.0,9.0
ENTRE RIOS,Paraná,Cerrito,1252.0,11.0,0.0,1263.0
ENTRE RIOS,Paraná,Colonia Avellaneda,419.0,31.0,0.0,450.0
ENTRE RIOS,Paraná,Crespo,1108.0,6262.0,0.0,7370.0
ENTRE RIOS,Paraná,Crucesitas Séptima Sección,118.0,0.0,0.0,118.0
ENTRE RIOS,Paraná,El Palenque,5.0,0.0,0.0,5.0
ENTRE RIOS,Paraná,El Pingo,50.0,0.0,0.0,50.0
ENTRE RIOS,Paraná,El Ramblón,18.0,0.0,0.0,18.0
ENTRE RIOS,Paraná,Hasenkamp,228.0,841.0,0.0,1069.0
ENTRE RIOS,Paraná,Hernandarias,422.0,17.0,0.0,439.0
ENTRE RIOS,Paraná,La Picada,8.0,0.0,0.0,8.0
ENTRE RIOS,Paraná,Las Tunas,54.0,0.0,1.0,55.0
ENTRE RIOS,Paraná,María Grande,603.0,1579.0,0.0,2182.0
ENTRE RIOS,Paraná,Oro Verde,296.0,114.0,0.0,410.0
ENTRE RIOS,Paraná,Otros,13.0,0.0,0.0,13.0
ENTRE RIOS,Paraná,Paraná,8011.0,81405.0,4251.0,93667.0
ENTRE RIOS,Paraná,Pueblo Brugo,45.0,0.0,0.0,45.0
ENTRE RIOS,Paraná,San Benito,312.0,1015.0,58.0,1385.0
ENTRE RIOS,Paraná,Sauce Montrull,71.0,0.0,0.0,71.0
ENTRE RIOS,Paraná,Seguí,296.0,339.0,0.0,635.0
ENTRE RIOS,Paraná,Tabossi,169.0,317.0,0.0,486.0
ENTRE RIOS,Paraná,Viale,1796.0,414.0,0.0,2210.0
ENTRE RIOS,Paraná,Villa Urquiza,1.0,0.0,0.0,1.0
ENTRE RIOS,San Salvador,General Campos,572.0,3.0,0.0,575.0
ENTRE RIOS,San Salvador,San Salvador,1137.0,67.0,1.0,1205.0
ENTRE RIOS,Tala,Durazno,55.0,0.0,0.0,55.0
ENTRE RIOS,Tala,Gobernador Echagüe,0.0,0.0,22.0,22.0
ENTRE RIOS,Tala,Gobernador Mansilla,21.0,0.0,160.0,181.0
ENTRE RIOS,Tala,Gobernador Solá,0.0,0.0,25.0,25.0
ENTRE RIOS,Tala,Maciá,3.0,0.0,386.0,389.0
ENTRE RIOS,Tala,Rosario del Tala,1347.0,138.0,970.0,2455.0
ENTRE RIOS,Uruguay,1º de Mayo,166.0,0.0,0.0,166.0
ENTRE RIOS,Uruguay,Basavilbaso,778.0,844.0,815.0,2437.0
ENTRE RIOS,Uruguay,Caseros,831.0,20.0,23.0,874.0
ENTRE RIOS,Uruguay,Colonia Elía,134.0,0.0,21.0,155.0
ENTRE RIOS,Uruguay,Concepción del Uruguay,8683.0,11834.0,2489.0,23006.0
ENTRE RIOS,Uruguay,Estancia San Pedro,3.0,0.0,0.0,3.0
ENTRE RIOS,Uruguay,Herrera,192.0,14.0,0.0,206.0
ENTRE RIOS,Uruguay,Las Moscas,46.0,5.0,2.0,53.0
ENTRE RIOS,Uruguay,Líbaros,9.0,28.0,0.0,37.0
ENTRE RIOS,Uruguay,Pronunciamiento,213.0,0.0,1.0,214.0
ENTRE RIOS,Uruguay,Rocamora,6.0,12.0,31.0,49.0
ENTRE RIOS,Uruguay,Santa Anita,329.0,4.0,26.0,359.0
ENTRE RIOS,Uruguay,Villa Mantero,46.0,200.0,27.0,273.0
ENTRE RIOS,Uruguay,Villa San Justo,480.0,3.0,24.0,507.0
ENTRE RIOS,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),1.0,17.0,25.0,43.0
ENTRE RIOS,Victoria,Molino Doll,10.0,0.0,0.0,10.0
ENTRE RIOS,Victoria,Rincón de Nogoyá,19.0,0.0,0.0,19.0
ENTRE RIOS,Victoria,Victoria,3627.0,1085.0,0.0,4712.0
ENTRE RIOS,Villaguay,Estación Raíces,36.0,7.0,0.0,43.0
ENTRE RIOS,Villaguay,Ingeniero Miguel Sajaroff,44.0,0.0,0.0,44.0
ENTRE RIOS,Villaguay,Jubileo,16.0,0.0,0.0,16.0
ENTRE RIOS,Villaguay,Paso de la Laguna,39.0,0.0,0.0,39.0
ENTRE RIOS,Villaguay,Villa Clara,188.0,10.0,0.0,198.0
ENTRE RIOS,Villaguay,Villa Domínguez,144.0,0.0,0.0,144.0
ENTRE RIOS,Villaguay,Villaguay,3075.0,2985.0,1.0,6061.0
FORMOSA,Bermejo,Fortín Soledad,5.0,0.0,0.0,5.0
FORMOSA,Bermejo,Guadalcazar,9.0,0.0,5.0,14.0
FORMOSA,Bermejo,La Rinconada,8.0,0.0,0.0,8.0
FORMOSA,Bermejo,Laguna Yema,78.0,0.0,0.0,78.0
FORMOSA,Bermejo,Lamadrid,7.0,0.0,0.0,7.0
FORMOSA,Bermejo,Los Chiriguanos,40.0,0.0,0.0,40.0
FORMOSA,Bermejo,Pozo de Maza,17.0,0.0,0.0,17.0
FORMOSA,Bermejo,Pozo del Mortero,13.0,0.0,0.0,13.0
FORMOSA,Bermejo,Vaca Perdida,5.0,0.0,0.0,5.0
FORMOSA,Formosa,Colonia Pastoril,74.0,0.0,0.0,74.0
FORMOSA,Formosa,Formosa,27648.0,21233.0,1397.0,50278.0
FORMOSA,Formosa,Gran Guardia,69.0,0.0,0.0,69.0
FORMOSA,Formosa,Mariano Boedo,31.0,0.0,0.0,31.0
FORMOSA,Formosa,Mojón de Fierro,29.0,0.0,0.0,29.0
FORMOSA,Formosa,San Hilario,29.0,0.0,0.0,29.0
FORMOSA,Formosa,Villa del Carmen,91.0,0.0,0.0,91.0
FORMOSA,Laishi,Banco Payaguá,32.0,0.0,0.0,32.0
FORMOSA,Laishi,General Lucio Victorio Mansilla,181.0,2.0,0.0,183.0
FORMOSA,Laishi,Herradura,116.0,0.0,0.0,116.0
FORMOSA,Laishi,Otros,132.0,0.0,0.0,132.0
FORMOSA,Laishi,San Francisco de Laishi,211.0,0.0,0.0,211.0
FORMOSA,Laishi,Tatané,43.0,0.0,0.0,43.0
FORMOSA,Laishi,Villa Escolar,102.0,0.0,0.0,102.0
FORMOSA,Matacos,Ingeniero Guillermo N. Juárez,452.0,17.0,0.0,469.0
FORMOSA,OTROS,Otros,0.0,0.0,10.0,10.0
FORMOSA,Patiño,Bartolomé de las Casas,7.0,0.0,0.0,7.0
FORMOSA,Patiño,Comandante Fontana,707.0,3.0,0.0,710.0
FORMOSA,Patiño,Estanislao del Campo,185.0,9.0,0.0,194.0
FORMOSA,Patiño,Fortín Cabo 1º Lugones,145.0,0.0,0.0,145.0
FORMOSA,Patiño,Fortín Sargento 1º Leyes,6.0,0.0,1.0,7.0
FORMOSA,Patiño,Ibarreta,727.0,34.0,0.0,761.0
FORMOSA,Patiño,Juan G. Bazán,11.0,0.0,0.0,11.0
FORMOSA,Patiño,Las Lomitas,1487.0,97.0,1.0,1585.0
FORMOSA,Patiño,Posta Cambio Zalazar,58.0,0.0,0.0,58.0
FORMOSA,Patiño,Pozo del Tigre,225.0,1.0,0.0,226.0
FORMOSA,Patiño,San Martín I,5.0,0.0,0.0,5.0
FORMOSA,Patiño,San Martín II,370.0,0.0,0.0,370.0
FORMOSA,Patiño,Subteniente Perín,72.0,0.0,0.0,72.0
FORMOSA,Patiño,Villa General Güemes,447.0,1.0,0.0,448.0
FORMOSA,Patiño,Villa General Manuel Belgrano,449.0,0.0,0.0,449.0
FORMOSA,Pilagás,Buena Vista,212.0,202.0,0.0,414.0
FORMOSA,Pilagás,El Espinillo,300.0,0.0,2.0,302.0
FORMOSA,Pilagás,Laguna Gallo,5.0,0.0,0.0,5.0
FORMOSA,Pilagás,Misión Tacaagle,149.0,0.0,1.0,150.0
FORMOSA,Pilagás,Tres Lagunas,121.0,0.0,0.0,121.0
FORMOSA,Pilcomayo,Clorinda,3336.0,441.0,0.0,3777.0
FORMOSA,Pilcomayo,Laguna Blanca,81.0,592.0,315.0,988.0
FORMOSA,Pilcomayo,Laguna Naick-Neck,280.0,198.0,0.0,478.0
FORMOSA,Pilcomayo,Palma Sola,18.0,0.0,0.0,18.0
FORMOSA,Pilcomayo,Puerto Pilcomayo,3.0,0.0,0.0,3.0
FORMOSA,Pilcomayo,Riacho He-He,415.0,0.0,0.0,415.0
FORMOSA,Pilcomayo,Riacho Negro,3.0,0.0,0.0,3.0
FORMOSA,Pilcomayo,Siete Palmas,100.0,0.0,0.0,100.0
FORMOSA,Pirané,Colonia Campo Villafañe,110.0,40.0,0.0,150.0
FORMOSA,Pirané,El Colorado,2033.0,56.0,0.0,2089.0
FORMOSA,Pirané,Otros,44.0,0.0,0.0,44.0
FORMOSA,Pirané,Palo Santo,465.0,0.0,0.0,465.0
FORMOSA,Pirané,Pirané,1253.0,220.0,101.0,1574.0
FORMOSA,Pirané,Villa Kilómetro 213,160.0,70.0,1.0,231.0
FORMOSA,Ramón Lista,El Potrillo,20.0,0.0,0.0,20.0
FORMOSA,Ramón Lista,El Quebracho,12.0,0.0,0.0,12.0
FORMOSA,Ramón Lista,General Mosconi,36.0,1.0,0.0,37.0
FORMOSA,Ramón Lista,Otros,8.0,0.0,0.0,8.0
JUJUY,Cochinoca,Abra Pampa,224.0,0.0,0.0,224.0
JUJUY,Cochinoca,La Redonda,0.0,0.0,1.0,1.0
JUJUY,Cochinoca,Puesto del Marquéz,5.0,0.0,0.0,5.0
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,0.0,18596.0,9.0,18605.0
JUJUY,Doctor Manuel Belgrano,Guerrero,67.0,8.0,0.0,75.0
JUJUY,Doctor Manuel Belgrano,León,504.0,0.0,1.0,505.0
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),111.0,0.0,0.0,111.0
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),6742.0,51132.0,803.0,58677.0
JUJUY,Doctor Manuel Belgrano,Yala,156.0,0.0,1.0,157.0
JUJUY,El Carmen,Aguas Calientes,17.0,0.0,10.0,27.0
JUJUY,El Carmen,El Carmen,1158.0,35.0,0.0,1193.0
JUJUY,El Carmen,Los Lapachos (Est. Maquinista Verón),1.0,0.0,0.0,1.0
JUJUY,El Carmen,Manantiales,2.0,0.0,0.0,2.0
JUJUY,El Carmen,Monterrico,729.0,0.0,0.0,729.0
JUJUY,El Carmen,Pampa Blanca,282.0,8.0,1.0,291.0
JUJUY,El Carmen,Perico,2046.0,0.0,0.0,2046.0
JUJUY,El Carmen,Puesto Viejo,89.0,0.0,0.0,89.0
JUJUY,Humahuaca,El Aguilar,182.0,0.0,0.0,182.0
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),5.0,0.0,0.0,5.0
JUJUY,Humahuaca,Humahuaca,732.0,89.0,5.0,826.0
JUJUY,Humahuaca,Tres Cruces,35.0,0.0,0.0,35.0
JUJUY,Humahuaca,Uquía (Est. Senador Pérez),47.0,1.0,0.0,48.0
JUJUY,Ledesma,Caimancito,224.0,23.0,0.0,247.0
JUJUY,Ledesma,Calilegua,645.0,0.0,0.0,645.0
JUJUY,Ledesma,Chalicán,79.0,0.0,0.0,79.0
JUJUY,Ledesma,Fraile Pintado,724.0,72.0,0.0,796.0
JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),6979.0,200.0,738.0,7917.0
JUJUY,Ledesma,Yuto,177.0,0.0,1.0,178.0
JUJUY,OTROS,Otros,0.0,0.0,-601.0,-601.0
JUJUY,Palpalá,Carahunco,1.0,0.0,1.0,2.0
JUJUY,Palpalá,Centro Forestal,15.0,0.0,0.0,15.0
JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),2956.0,10061.0,10.0,13027.0
JUJUY,Rinconada,Coyaguaima,0.0,5.0,0.0,5.0
JUJUY,Rinconada,Lagunillas de Farallón,1.0,0.0,0.0,1.0
JUJUY,Rinconada,Liviara,5.0,0.0,0.0,5.0
JUJUY,Rinconada,Loma Blanca,2.0,0.0,0.0,2.0
JUJUY,Rinconada,Nuevo Pirquitas,1.0,5.0,1.0,7.0
JUJUY,Rinconada,Orosmayo,0.0,5.0,0.0,5.0
JUJUY,Rinconada,Rinconada,0.0,0.0,2.0,2.0
JUJUY,San Antonio,El Ceibal,1.0,0.0,0.0,1.0
JUJUY,San Antonio,Los Alisos,1.0,0.0,0.0,1.0
JUJUY,San Antonio,San Antonio,89.0,0.0,0.0,89.0
JUJUY,San Pedro,Don Emilio,38.0,0.0,0.0,38.0
JUJUY,San Pedro,La Esperanza,1.0,0.0,0.0,1.0
JUJUY,San Pedro,La Mendieta,243.0,0.0,0.0,243.0
JUJUY,San Pedro,Rosario de Río Grande,57.0,0.0,0.0,57.0
JUJUY,San Pedro,San Lucas,10.0,0.0,0.0,10.0
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),7629.0,1068.0,0.0,8697.0
JUJUY,SANTA BARBARA,El Fuerte,5.0,0.0,0.0,5.0
JUJUY,SANTA BARBARA,El Piquete,66.0,9.0,0.0,75.0
JUJUY,SANTA BARBARA,El Talar,52.0,0.0,0.0,52.0
JUJUY,SANTA BARBARA,Otros,3.0,0.0,0.0,3.0
JUJUY,SANTA BARBARA,Palma Sola,116.0,0.0,0.0,116.0
JUJUY,SANTA BARBARA,Santa Clara,132.0,8.0,0.0,140.0
JUJUY,SANTA BARBARA,Vinalito,9.0,0.0,0.0,9.0
JUJUY,Santa Catalina,Casira,0.0,5.0,0.0,5.0
JUJUY,Santa Catalina,Ciénega,0.0,5.0,0.0,5.0
JUJUY,Santa Catalina,Cieneguillas,0.0,5.0,0.0,5.0
JUJUY,Santa Catalina,Cusi Cusi,0.0,5.0,0.0,5.0
JUJUY,Santa Catalina,Misarrumi,5.0,0.0,0.0,5.0
JUJUY,Santa Catalina,Oratorio,0.0,5.0,0.0,5.0
JUJUY,Santa Catalina,Paicone,0.0,5.0,0.0,5.0
JUJUY,Santa Catalina,Santa Catalina,0.0,5.0,1.0,6.0
JUJUY,Susques,Catua,70.0,0.0,0.0,70.0
JUJUY,Susques,Coranzuli,55.0,5.0,0.0,60.0
JUJUY,Susques,El Toro,20.0,0.0,2.0,22.0
JUJUY,Susques,Huáncar,22.0,5.0,0.0,27.0
JUJUY,Susques,Jama,11.0,0.0,0.0,11.0
JUJUY,Susques,Mina Providencia,5.0,0.0,0.0,5.0
JUJUY,Susques,Olacapato,9.0,0.0,0.0,9.0
JUJUY,Susques,Olaroz Chico,33.0,1.0,2.0,36.0
JUJUY,Susques,Pastos Chicos,17.0,5.0,0.0,22.0
JUJUY,Susques,Puesto Sey,15.0,5.0,0.0,20.0
JUJUY,Susques,San Juan de Quillaqués,17.0,0.0,0.0,17.0
JUJUY,Susques,Susques,291.0,31.0,14.0,336.0
JUJUY,Tilcara,Huacalera,61.0,0.0,0.0,61.0
JUJUY,Tilcara,Juella,16.0,0.0,0.0,16.0
JUJUY,Tilcara,Maimará,513.0,0.0,0.0,513.0
JUJUY,Tilcara,Tilcara,452.0,0.0,1.0,453.0
JUJUY,Tumbaya,Bárcena,111.0,0.0,0.0,111.0
JUJUY,Tumbaya,El Moreno,1.0,0.0,0.0,1.0
JUJUY,Tumbaya,Purmamarca,73.0,5.0,0.0,78.0
JUJUY,Tumbaya,Tumbaya,342.0,0.0,0.0,342.0
JUJUY,Tumbaya,Volcán,99.0,0.0,0.0,99.0
JUJUY,Valle Grande,Santa Ana,2.0,0.0,0.0,2.0
JUJUY,Yavi,Barrios,5.0,0.0,0.0,5.0
JUJUY,Yavi,Cangrejillos,5.0,0.0,0.0,5.0
JUJUY,Yavi,La Intermedia,5.0,0.0,0.0,5.0
JUJUY,Yavi,La Quiaca,666.0,76.0,0.0,742.0
JUJUY,Yavi,Pumahuasi,5.0,0.0,0.0,5.0
JUJUY,Yavi,Yavi,0.0,0.0,1.0,1.0
JUJUY,Yavi,Yavi Chico,5.0,0.0,0.0,5.0
LA PAMPA,Atreucó,Doblas,414.0,0.0,1.0,415.0
LA PAMPA,Atreucó,Macachín,1290.0,21.0,3.0,1314.0
LA PAMPA,Atreucó,Miguel Riglos,1.0,0.0,113.0,114.0
LA PAMPA,Atreucó,Rolón,70.0,0.0,0.0,70.0
LA PAMPA,Atreucó,Tomas M. Anchorena,6.0,0.0,0.0,6.0
LA PAMPA,Caleu Caleu,La Adela,597.0,0.0,2.0,599.0
LA PAMPA,Capital,Anguil,507.0,0.0,67.0,574.0
LA PAMPA,Capital,Santa Rosa,24260.0,29043.0,44.0,53347.0
LA PAMPA,Catriló,Catriló,753.0,434.0,330.0,1517.0
LA PAMPA,Catriló,La Gloria,0.0,0.0,24.0,24.0
LA PAMPA,Catriló,Lonquimay,279.0,0.0,72.0,351.0
LA PAMPA,Catriló,Uriburu,238.0,0.0,98.0,336.0
LA PAMPA,Chalileo,Santa Isabel,862.0,0.0,1.0,863.0
LA PAMPA,Chapaleufú,Bernardo Larroude,516.0,6.0,66.0,588.0
LA PAMPA,Chapaleufú,Ceballos,73.0,1.0,1.0,75.0
LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),238.0,0.0,1.0,239.0
LA PAMPA,Chapaleufú,Intendente Alvear,1390.0,68.0,5.0,1463.0
LA PAMPA,Chapaleufú,Sarah,18.0,0.0,0.0,18.0
LA PAMPA,Chapaleufú,Vértiz,107.0,0.0,0.0,107.0
LA PAMPA,Chical Co,La Humada,153.0,0.0,0.0,153.0
LA PAMPA,Conhelo,Conhelo,46.0,0.0,0.0,46.0
LA PAMPA,Conhelo,Eduardo Castex,1710.0,66.0,1267.0,3043.0
LA PAMPA,Conhelo,Mauricio Mayer,31.0,0.0,0.0,31.0
LA PAMPA,Conhelo,Monte Nievas,46.0,0.0,0.0,46.0
LA PAMPA,Conhelo,Rucanelo,26.0,0.0,1.0,27.0
LA PAMPA,Conhelo,Winifreda,1080.0,0.0,2.0,1082.0
LA PAMPA,Curacó,Gobernador Duval,84.0,0.0,0.0,84.0
LA PAMPA,Curacó,Puelches,69.0,0.0,0.0,69.0
LA PAMPA,Guatraché,Alpachiri,1.0,0.0,2.0,3.0
LA PAMPA,Guatraché,General Manuel J. Campos,1.0,0.0,2.0,3.0
LA PAMPA,Guatraché,Guatraché,240.0,0.0,280.0,520.0
LA PAMPA,Guatraché,Perú,35.0,4.0,0.0,39.0
LA PAMPA,Guatraché,Santa Teresa,0.0,0.0,2.0,2.0
LA PAMPA,Hucal,Abramo,64.0,0.0,2.0,66.0
LA PAMPA,Hucal,Bernasconi,638.0,3.0,12.0,653.0
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),835.0,0.0,1.0,836.0
LA PAMPA,Hucal,Jacinto Arauz,706.0,0.0,5.0,711.0
LA PAMPA,Lihuel Calel,Cuchillo Co,0.0,0.0,2.0,2.0
LA PAMPA,Limay Mahuida,La Reforma,66.0,0.0,0.0,66.0
LA PAMPA,Limay Mahuida,Limay Mahuida,16.0,0.0,1.0,17.0
LA PAMPA,Loventué,Carro Quemado,51.0,0.0,1.0,52.0
LA PAMPA,Loventué,Loventué,0.0,0.0,1.0,1.0
LA PAMPA,Loventué,Luan Toro,68.0,0.0,0.0,68.0
LA PAMPA,Loventué,Telén,199.0,0.0,1.0,200.0
LA PAMPA,Loventué,Victorica,483.0,0.0,2.0,485.0
LA PAMPA,Maracó,Agustoni,29.0,0.0,0.0,29.0
LA PAMPA,Maracó,Dorila,53.0,0.0,1.0,54.0
LA PAMPA,Maracó,General Pico,14198.0,6191.0,49.0,20438.0
LA PAMPA,Maracó,Speluzzi,41.0,0.0,1.0,42.0
LA PAMPA,OTROS,Otros,1.0,0.0,283.0,284.0
LA PAMPA,Puelén,25 de Mayo,1959.0,0.0,18.0,1977.0
LA PAMPA,Puelén,Casa De Piedra,45.0,0.0,2.0,47.0
LA PAMPA,Puelén,Puelén,132.0,0.0,1.0,133.0
LA PAMPA,Quemú Quemú,Colonia Barón,794.0,6.0,0.0,800.0
LA PAMPA,Quemú Quemú,Miguel Cané,1.0,0.0,106.0,107.0
LA PAMPA,Quemú Quemú,Quemú Quemú,144.0,0.0,115.0,259.0
LA PAMPA,Quemú Quemú,Relmo,0.0,0.0,26.0,26.0
LA PAMPA,Quemú Quemú,Villa Mirasol,247.0,3.0,0.0,250.0
LA PAMPA,Rancul,Caleufú,610.0,0.0,2.0,612.0
LA PAMPA,Rancul,La Maruja,1.0,0.0,0.0,1.0
LA PAMPA,Rancul,Parera,664.0,4.0,3.0,671.0
LA PAMPA,Rancul,Quetrequén,143.0,0.0,1.0,144.0
LA PAMPA,Rancul,Rancul,716.0,1.0,3.0,720.0
LA PAMPA,Realicó,Adolfo Van Praet,30.0,0.0,0.0,30.0
LA PAMPA,Realicó,Alta Italia,537.0,18.0,13.0,568.0
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),100.0,0.0,2.0,102.0
LA PAMPA,Realicó,Embajador Martini,541.0,13.0,1.0,555.0
LA PAMPA,Realicó,Falucho,78.0,0.0,0.0,78.0
LA PAMPA,Realicó,Ingeniero Luiggi,1656.0,3.0,1.0,1660.0
LA PAMPA,Realicó,Ojeda,9.0,0.0,0.0,9.0
LA PAMPA,Realicó,Realicó,2945.0,124.0,30.0,3099.0
LA PAMPA,Toay,Toay,2702.0,3443.0,2.0,6147.0
LA PAMPA,Trenel,Arata,257.0,0.0,1.0,258.0
LA PAMPA,Trenel,Metileo,61.0,0.0,0.0,61.0
LA PAMPA,Trenel,Trenel,935.0,75.0,1.0,1011.0
LA PAMPA,Utracán,Ataliva Roca,290.0,0.0,2.0,292.0
LA PAMPA,Utracán,Chacharramendi,87.0,0.0,0.0,87.0
LA PAMPA,Utracán,Colonia Santa María,137.0,4.0,5.0,146.0
